GHG Scopes and categories L1,GHG Scopes and categories L2,Activity L1,Activity L2,Region,Activity unit,Year,Readable unique string,Emission factor [kg CO2e/unit],Emission factor (location-based) [kg CO2e/unit],Emission factor (market-based) [kg CO2e/unit],Source,Description,Link,KEY
Scope 1,IC vehicles,Vans (up to 1.305 tonnes),Diesel,GB,km,2022,Scope1_IC-vehicles_Vans-(up-to-1.305-tonnes)_Diesel_GB_km_2022,0.14189,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope1_icVehicles_vansUpTo1.305Tonnes_diesel
Scope 1,IC vehicles,Vans (up to 1.305 tonnes),Diesel,GB,miles,2022,Scope1_IC-vehicles_Vans-(up-to-1.305-tonnes)_Diesel_GB_miles_2022,0.22836,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope1_icVehicles_vansUpTo1.305Tonnes_diesel
Scope 1,IC vehicles,Vans (up to 1.305 tonnes),Petrol,GB,km,2022,Scope1_IC-vehicles_Vans-(up-to-1.305-tonnes)_Petrol_GB_km_2022,0.19687,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope1_icVehicles_vansUpTo1.305Tonnes_petrol
Scope 1,IC vehicles,Vans (up to 1.305 tonnes),Petrol,GB,miles,2022,Scope1_IC-vehicles_Vans-(up-to-1.305-tonnes)_Petrol_GB_miles_2022,0.31683,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope1_icVehicles_vansUpTo1.305Tonnes_petrol
Scope 2,District heating,,,GB,kWh,2022,Scope2_District-heating_GB_kWh_2022,0.17073,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_kWh_2022_scope2_districtHeating_None_None
Scope 2,District heating,,,GB,kWh,2023,Scope2_District-heating_GB_kWh_2023,0.179646571812081,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_kWh_2023_scope2_districtHeating_None_None
Scope 2,Electric vehicles,Average car,,GB,km,2022,Scope2_Electric-vehicles_Average-car_GB_km_2022,0.04709,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope2_electricVehicles_averageCar_None
Scope 2,Electric vehicles,Average car,,GB,miles,2022,Scope2_Electric-vehicles_Average-car_GB_miles_2022,0.07578,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope2_electricVehicles_averageCar_None
Scope 2,Electric vehicles,Large car,,GB,km,2022,Scope2_Electric-vehicles_Large-car_GB_km_2022,0.05084,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope2_electricVehicles_largeCar_None
Scope 2,Electric vehicles,Large car,,GB,miles,2022,Scope2_Electric-vehicles_Large-car_GB_miles_2022,0.08183,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope2_electricVehicles_largeCar_None
Scope 2,Electric vehicles,Medium car,,GB,km,2022,Scope2_Electric-vehicles_Medium-car_GB_km_2022,0.04469,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope2_electricVehicles_mediumCar_None
Scope 2,Electric vehicles,Medium car,,GB,miles,2022,Scope2_Electric-vehicles_Medium-car_GB_miles_2022,0.07192,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope2_electricVehicles_mediumCar_None
Scope 2,Electric vehicles,Small car,,GB,km,2022,Scope2_Electric-vehicles_Small-car_GB_km_2022,0.04046,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope2_electricVehicles_smallCar_None
Scope 2,Electric vehicles,Small car,,GB,miles,2022,Scope2_Electric-vehicles_Small-car_GB_miles_2022,0.06511,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope2_electricVehicles_smallCar_None
Scope 2,Electric vehicles,Vans (1.305 to 1.74 tonnes),,GB,km,2022,Scope2_Electric-vehicles_Vans-(1.305-to-1.74-tonnes)_GB_km_2022,0.05168,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope2_electricVehicles_vans1.305To1.74Tonnes_None
Scope 2,Electric vehicles,Vans (1.305 to 1.74 tonnes),,GB,miles,2022,Scope2_Electric-vehicles_Vans-(1.305-to-1.74-tonnes)_GB_miles_2022,0.08317,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope2_electricVehicles_vans1.305To1.74Tonnes_None
Scope 2,Electric vehicles,Vans (1.74 to 3.5 tonnes),,GB,km,2022,Scope2_Electric-vehicles_Vans-(1.74-to-3.5-tonnes)_GB_km_2022,0.08544,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope2_electricVehicles_vans1.74To3.5Tonnes_None
Scope 2,Electric vehicles,Vans (1.74 to 3.5 tonnes),,GB,miles,2022,Scope2_Electric-vehicles_Vans-(1.74-to-3.5-tonnes)_GB_miles_2022,0.13751,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope2_electricVehicles_vans1.74To3.5Tonnes_None
Scope 2,Electric vehicles,Vans (up to 1.305 tonnes),,GB,km,2022,Scope2_Electric-vehicles_Vans-(up-to-1.305-tonnes)_GB_km_2022,0.0331,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_km_2022_scope2_electricVehicles_vansUpTo1.305Tonnes_None
Scope 2,Electric vehicles,Vans (up to 1.305 tonnes),,GB,miles,2022,Scope2_Electric-vehicles_Vans-(up-to-1.305-tonnes)_GB_miles_2022,0.05327,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_miles_2022_scope2_electricVehicles_vansUpTo1.305Tonnes_None
Scope 2,Electricity,,,AT,kWh,2019,Scope2_Electricity_AT_kWh_2019,,0.133,0.0,AIB,"The Association of Issuing Bodies (AIB) publishes yearly datasets of electricity emission factors taking into account guarantees of origin in the European electricity market. The location-based emission factors are from the production mix per country and year, while the market-based factors are from the residual mix. All factors only take into account the CO2-emissions, not any or the other greenhouse gases. ",https://www.aib-net.org/facts/european-residual-mix/2019,AT_kWh_2019_scope2_electricity_None_None
